observation_id,access,user_id,specie_id,specie_name,major_clade,family_molecules,family_morphology,location_id,location_name,latitude,longitude,resource_id,resource_secondary_id,measurement_id,trait_id,trait_name,standard_id,standard_unit,methodology_id,methodology_name,value,value_type,precision,precision_type,precision_upper,replicates,notes
112779,1,31,16,Acropora abrolhosensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,23,,127226,90,Colony maximum diameter,29,cm,22,Derived from textual description,300,raw_value,,,,,
112778,1,31,16,Acropora abrolhosensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,127225,90,Colony maximum diameter,29,cm,22,Derived from textual description,1000,raw_value,,,,,
109427,1,31,17,Acropora abrotanoides,Complex,Acroporidae,Acroporidae,1,Global estimate,,,677,,123874,181,Corallite width minimum,28,mm,22,Derived from textual description,0.7,raw_value,,,,,
110938,1,2,17,Acropora abrotanoides,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125385,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_open,expert_opinion,,,,,
110940,1,2,18,Acropora aculeus,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125387,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,corymbose,expert_opinion,,,,,
112782,1,31,18,Acropora aculeus,Complex,Acroporidae,Acroporidae,1,Global estimate,,,37,,127229,90,Colony maximum diameter,29,cm,22,Derived from textual description,40,raw_value,,,,,
109429,1,31,18,Acropora aculeus,Complex,Acroporidae,Acroporidae,1,Global estimate,,,677,,123876,181,Corallite width minimum,28,mm,22,Derived from textual description,0.8,raw_value,,,,,
112781,1,31,18,Acropora aculeus,Complex,Acroporidae,Acroporidae,1,Global estimate,,,23,,127228,90,Colony maximum diameter,29,cm,22,Derived from textual description,40,raw_value,,,,,
110942,1,2,19,Acropora acuminata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125389,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_open,expert_opinion,,,,,
112785,1,31,19,Acropora acuminata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,37,,127232,90,Colony maximum diameter,29,cm,22,Derived from textual description,100,raw_value,,,,,
109431,1,31,19,Acropora acuminata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,677,,123878,181,Corallite width minimum,28,mm,22,Derived from textual description,0.6,raw_value,,,,,
112784,1,31,19,Acropora acuminata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,23,,127231,90,Colony maximum diameter,29,cm,22,Derived from textual description,100,raw_value,,,,,
112783,1,31,19,Acropora acuminata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,15,,127230,90,Colony maximum diameter,29,cm,22,Derived from textual description,200,raw_value,,,,,
110944,1,2,20,Acropora akajimensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125391,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_closed,expert_opinion,,,,,
112786,1,31,21,Acropora anthocercis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,15,,127233,90,Colony maximum diameter,29,cm,22,Derived from textual description,100,raw_value,,,,,
112787,1,31,21,Acropora anthocercis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,23,,127234,90,Colony maximum diameter,29,cm,22,Derived from textual description,50,raw_value,,,,,
110947,1,2,21,Acropora anthocercis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125394,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,tables_or_plates,expert_opinion,,,,,
109433,1,31,21,Acropora anthocercis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,677,,123880,181,Corallite width minimum,28,mm,22,Derived from textual description,0.8,raw_value,,,,,
110950,1,2,22,Acropora appressa,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125397,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,corymbose,expert_opinion,,,,,
109435,1,31,23,Acropora arabensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,677,,123882,181,Corallite width minimum,28,mm,22,Derived from textual description,0.5,raw_value,,,,,
110953,1,2,23,Acropora arabensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125400,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,digitate,expert_opinion,,,,,
101838,0,92,24,Acropora aspera,Complex,Acroporidae,Acroporidae,146,One Tree Island,-23.490371,152.075065,348,,116277,179,Skeletal micro-density,34,g cm-3,3,Archimedes principle,2.788,mean,0.037,standard_deviation,,4,From Table 3
101838,0,92,24,Acropora aspera,Complex,Acroporidae,Acroporidae,146,One Tree Island,-23.490371,152.075065,348,,116275,61,Skeletal density,34,g cm-3,3,Archimedes principle,0.92,mean,0.12,standard_deviation,,4,Bulk density from Table 3
110955,1,2,24,Acropora aspera,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125402,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_open,expert_opinion,,,,,
109437,1,31,24,Acropora aspera,Complex,Acroporidae,Acroporidae,1,Global estimate,,,677,,123884,181,Corallite width minimum,28,mm,22,Derived from textual description,1,raw_value,,,,,
109439,1,31,25,Acropora austera,Complex,Acroporidae,Acroporidae,1,Global estimate,,,677,,123886,181,Corallite width minimum,28,mm,22,Derived from textual description,0.6,raw_value,,,,,
110957,1,2,25,Acropora austera,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125404,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_open,expert_opinion,,,,,
109441,1,31,26,Acropora awi,Complex,Acroporidae,Acroporidae,1,Global estimate,,,677,,123888,181,Corallite width minimum,28,mm,22,Derived from textual description,0.7,raw_value,,,,,
110959,1,2,26,Acropora awi,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125406,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,hispidose,expert_opinion,,,,,
112789,1,31,26,Acropora awi,Complex,Acroporidae,Acroporidae,1,Global estimate,,,37,,127236,90,Colony maximum diameter,29,cm,22,Derived from textual description,150,raw_value,,,,,
112788,1,31,26,Acropora awi,Complex,Acroporidae,Acroporidae,1,Global estimate,,,23,,127235,90,Colony maximum diameter,29,cm,22,Derived from textual description,150,raw_value,,,,,
110961,1,2,27,Acropora azurea,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125408,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_closed,expert_opinion,,,,,
112790,1,31,27,Acropora azurea,Complex,Acroporidae,Acroporidae,1,Global estimate,,,23,,127237,90,Colony maximum diameter,29,cm,22,Derived from textual description,15,raw_value,,,,,
112791,1,31,28,Acropora batunai,Complex,Acroporidae,Acroporidae,1,Global estimate,,,23,,127238,90,Colony maximum diameter,29,cm,22,Derived from textual description,125,raw_value,,,,,
109443,1,31,28,Acropora batunai,Complex,Acroporidae,Acroporidae,1,Global estimate,,,677,,123890,181,Corallite width minimum,28,mm,22,Derived from textual description,0.2,raw_value,,,,,
112792,1,31,28,Acropora batunai,Complex,Acroporidae,Acroporidae,1,Global estimate,,,37,,127239,90,Colony maximum diameter,29,cm,22,Derived from textual description,125,raw_value,,,,,
110963,1,2,28,Acropora batunai,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125410,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,tables_or_plates,expert_opinion,,,,,
110966,1,2,29,Acropora bifurcata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125413,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,tables_or_plates,expert_opinion,,,,,
110968,1,2,30,Acropora branchi,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125415,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,tables_or_plates,expert_opinion,,,,,
112794,1,31,32,Acropora bushyensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,23,,127241,90,Colony maximum diameter,29,cm,22,Derived from textual description,25,raw_value,,,,,
110970,1,2,32,Acropora bushyensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125417,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,digitate,expert_opinion,,,,,
109445,1,31,32,Acropora bushyensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,677,,123892,181,Corallite width minimum,28,mm,22,Derived from textual description,0.7,raw_value,,,,,
112793,1,31,32,Acropora bushyensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,15,,127240,90,Colony maximum diameter,29,cm,22,Derived from textual description,25,raw_value,,,,,
110972,1,2,33,Acropora cardenae,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125419,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_open,expert_opinion,,,,,
110974,1,2,34,Acropora carduus,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125421,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,hispidose,expert_opinion,,,,,
109447,1,31,34,Acropora carduus,Complex,Acroporidae,Acroporidae,1,Global estimate,,,677,,123894,181,Corallite width minimum,28,mm,22,Derived from textual description,0.5,raw_value,,,,,
112797,1,31,35,Acropora caroliniana,Complex,Acroporidae,Acroporidae,1,Global estimate,,,37,,127244,90,Colony maximum diameter,29,cm,22,Derived from textual description,50,raw_value,,,,,
112795,1,31,35,Acropora caroliniana,Complex,Acroporidae,Acroporidae,1,Global estimate,,,15,,127242,90,Colony maximum diameter,29,cm,22,Derived from textual description,50,raw_value,,,,,
112796,1,31,35,Acropora caroliniana,Complex,Acroporidae,Acroporidae,1,Global estimate,,,23,,127243,90,Colony maximum diameter,29,cm,22,Derived from textual description,50,raw_value,,,,,
110976,1,2,35,Acropora caroliniana,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125423,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,tables_or_plates,expert_opinion,,,,,
109449,1,31,35,Acropora caroliniana,Complex,Acroporidae,Acroporidae,1,Global estimate,,,677,,123896,181,Corallite width minimum,28,mm,22,Derived from textual description,0.6,raw_value,,,,,
109451,1,31,36,Acropora cerealis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,677,,123898,181,Corallite width minimum,28,mm,22,Derived from textual description,0.3,raw_value,,,,,
110978,1,2,36,Acropora cerealis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125425,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,corymbose,expert_opinion,,,,,
112798,1,31,36,Acropora cerealis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,23,,127245,90,Colony maximum diameter,29,cm,22,Derived from textual description,50,raw_value,,,,,
112799,1,31,36,Acropora cerealis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,37,,127246,90,Colony maximum diameter,29,cm,22,Derived from textual description,50,raw_value,,,,,
113280,1,8,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,227,"Discovery Bay, Jamaica",18.467479,-77.404089,595,,127869,127,Calcification rate,43,g yr^-1,18,Weight,6.5,mean,,,,8,
113280,1,8,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,227,"Discovery Bay, Jamaica",18.467479,-77.404089,595,,127865,60,Growth rate,38,mm yr^-1,2,Alizarin stain,14.8,mean,,,,8,no standard deviation provided
113279,1,8,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,227,"Discovery Bay, Jamaica",18.467479,-77.404089,595,,127864,127,Calcification rate,43,g yr^-1,18,Weight,4.7,mean,,,,5,
113279,1,8,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,227,"Discovery Bay, Jamaica",18.467479,-77.404089,595,,127860,60,Growth rate,38,mm yr^-1,2,Alizarin stain,9.5,mean,,,,5,no standard deviation provided
113278,1,8,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,227,"Discovery Bay, Jamaica",18.467479,-77.404089,595,,127859,127,Calcification rate,43,g yr^-1,18,Weight,5.4,mean,,,,10,
113278,1,8,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,227,"Discovery Bay, Jamaica",18.467479,-77.404089,595,,127855,60,Growth rate,38,mm yr^-1,2,Alizarin stain,9.2,mean,,,,10,no standard deviation provided
114453,0,8,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,689,,134840,90,Colony maximum diameter,29,cm,22,Derived from textual description,111,maximum,,,,,
113264,1,8,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,227,"Discovery Bay, Jamaica",18.467479,-77.404089,595,,127790,127,Calcification rate,43,g yr^-1,18,Weight,12.7,mean,,,,6,
113264,1,8,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,227,"Discovery Bay, Jamaica",18.467479,-77.404089,595,,127786,60,Growth rate,38,mm yr^-1,2,Alizarin stain,14.1,mean,,,,6,no standard deviation provided
113265,1,8,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,227,"Discovery Bay, Jamaica",18.467479,-77.404089,595,,127795,127,Calcification rate,43,g yr^-1,18,Weight,10.7,mean,,,,11,
113265,1,8,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,227,"Discovery Bay, Jamaica",18.467479,-77.404089,595,,127791,60,Growth rate,38,mm yr^-1,2,Alizarin stain,12.6,mean,,,,11,no standard deviation provided
113266,1,8,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,227,"Discovery Bay, Jamaica",18.467479,-77.404089,595,,127800,127,Calcification rate,43,g yr^-1,18,Weight,6.8,mean,,,,2,
113266,1,8,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,227,"Discovery Bay, Jamaica",18.467479,-77.404089,595,,127796,60,Growth rate,38,mm yr^-1,2,Alizarin stain,10,mean,,,,2,no standard deviation provided
113267,1,8,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,227,"Discovery Bay, Jamaica",18.467479,-77.404089,595,,127805,127,Calcification rate,43,g yr^-1,18,Weight,7.4,mean,,,,7,
113267,1,8,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,227,"Discovery Bay, Jamaica",18.467479,-77.404089,595,,127801,60,Growth rate,38,mm yr^-1,2,Alizarin stain,11.2,mean,,,,7,no standard deviation provided
113268,1,8,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,227,"Discovery Bay, Jamaica",18.467479,-77.404089,595,,127810,127,Calcification rate,43,g yr^-1,18,Weight,5.3,mean,,,,6,
113268,1,8,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,227,"Discovery Bay, Jamaica",18.467479,-77.404089,595,,127806,60,Growth rate,38,mm yr^-1,2,Alizarin stain,7.4,mean,,,,6,no standard deviation provided
113269,1,8,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,227,"Discovery Bay, Jamaica",18.467479,-77.404089,595,,127815,127,Calcification rate,43,g yr^-1,18,Weight,8.2,mean,,,,11,
113269,1,8,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,227,"Discovery Bay, Jamaica",18.467479,-77.404089,595,,127811,60,Growth rate,38,mm yr^-1,2,Alizarin stain,10.9,mean,,,,11,no standard deviation provided
113270,1,8,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,227,"Discovery Bay, Jamaica",18.467479,-77.404089,595,,127820,127,Calcification rate,43,g yr^-1,18,Weight,14.8,mean,,,,4,
113270,1,8,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,227,"Discovery Bay, Jamaica",18.467479,-77.404089,595,,127816,60,Growth rate,38,mm yr^-1,2,Alizarin stain,15.9,mean,,,,4,no standard deviation provided
113271,1,8,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,227,"Discovery Bay, Jamaica",18.467479,-77.404089,595,,127825,127,Calcification rate,43,g yr^-1,18,Weight,11.3,mean,,,,5,
113271,1,8,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,227,"Discovery Bay, Jamaica",18.467479,-77.404089,595,,127821,60,Growth rate,38,mm yr^-1,2,Alizarin stain,11.9,mean,,,,5,no standard deviation provided
113272,1,8,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,227,"Discovery Bay, Jamaica",18.467479,-77.404089,595,,127830,127,Calcification rate,43,g yr^-1,18,Weight,10.5,mean,,,,6,
113272,1,8,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,227,"Discovery Bay, Jamaica",18.467479,-77.404089,595,,127826,60,Growth rate,38,mm yr^-1,2,Alizarin stain,13.4,mean,,,,6,no standard deviation provided
113274,1,8,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,227,"Discovery Bay, Jamaica",18.467479,-77.404089,595,,127839,127,Calcification rate,43,g yr^-1,18,Weight,9.3,mean,,,,4,
113274,1,8,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,227,"Discovery Bay, Jamaica",18.467479,-77.404089,595,,127835,60,Growth rate,38,mm yr^-1,2,Alizarin stain,12.6,mean,,,,4,no standard deviation provided
113275,1,8,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,227,"Discovery Bay, Jamaica",18.467479,-77.404089,595,,127844,127,Calcification rate,43,g yr^-1,18,Weight,8.5,mean,,,,7,
113275,1,8,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,227,"Discovery Bay, Jamaica",18.467479,-77.404089,595,,127840,60,Growth rate,38,mm yr^-1,2,Alizarin stain,12,mean,,,,7,no standard deviation provided
113276,1,8,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,227,"Discovery Bay, Jamaica",18.467479,-77.404089,595,,127849,127,Calcification rate,43,g yr^-1,18,Weight,4.9,mean,,,,2,
113276,1,8,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,227,"Discovery Bay, Jamaica",18.467479,-77.404089,595,,127845,60,Growth rate,38,mm yr^-1,2,Alizarin stain,8,mean,,,,2,no standard deviation provided
2563,0,1,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,0,,,,0,,2470,61,Skeletal density,34,g cm-3,,,2.8,,,,,,
2565,0,1,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,0,,,,0,,2472,61,Skeletal density,34,g cm-3,,,2.18,,,,,,
109453,1,31,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,677,,123900,181,Corallite width minimum,28,mm,22,Derived from textual description,1.1,raw_value,,,,,
110981,1,2,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125428,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_open,expert_opinion,,,,,
113277,1,8,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,227,"Discovery Bay, Jamaica",18.467479,-77.404089,595,,127854,127,Calcification rate,43,g yr^-1,18,Weight,7.5,mean,,,,18,
113277,1,8,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,227,"Discovery Bay, Jamaica",18.467479,-77.404089,595,,127850,60,Growth rate,38,mm yr^-1,2,Alizarin stain,12,mean,,,,18,no standard deviation provided
88914,1,14,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,0,,,,194,,92158,61,Skeletal density,34,g cm-3,,,1.48,,,,,,
88915,1,14,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,0,,,,194,,92159,61,Skeletal density,34,g cm-3,,,1.99,,,,,,
88923,1,14,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,0,,,,194,,92167,61,Skeletal density,34,g cm-3,,,1.84,,,,,,
89436,1,14,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,0,,,,440,,92680,61,Skeletal density,34,g cm-3,,,0.3,,,,,,
99188,1,1,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113357,61,Skeletal density,34,g cm-3,5,Kobe porosimeter,0.812,mean,0.316,standard_deviation,,,From fig. 6 using ImageJ. Mineralisation values multiplied by density of pure aragonite 2.94 to give density
99189,1,1,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113358,61,Skeletal density,34,g cm-3,5,Kobe porosimeter,1.153,mean,0.309,standard_deviation,,,From fig. 6 using ImageJ. Mineralisation values multiplied by density of pure aragonite 2.94 to give density
99190,1,1,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113359,61,Skeletal density,34,g cm-3,5,Kobe porosimeter,1.824,mean,0.116,standard_deviation,,,From fig. 6 using ImageJ. Mineralisation values multiplied by density of pure aragonite 2.94 to give density
99191,1,1,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113360,61,Skeletal density,34,g cm-3,5,Kobe porosimeter,1.624,mean,0.632,standard_deviation,,,From fig. 6 using ImageJ. Mineralisation values multiplied by density of pure aragonite 2.94 to give density
99192,1,1,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113361,61,Skeletal density,34,g cm-3,5,Kobe porosimeter,1.888,mean,0.232,standard_deviation,,,From fig. 6 using ImageJ. Mineralisation values multiplied by density of pure aragonite 2.94 to give density
99193,1,1,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113362,61,Skeletal density,34,g cm-3,5,Kobe porosimeter,1.965,mean,0.245,standard_deviation,,,From fig. 6 using ImageJ. Mineralisation values multiplied by density of pure aragonite 2.94 to give density
99194,1,1,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113363,61,Skeletal density,34,g cm-3,5,Kobe porosimeter,2.178,mean,0.123,standard_deviation,,,From fig. 6 using ImageJ. Mineralisation values multiplied by density of pure aragonite 2.94 to give density
99195,1,1,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113364,61,Skeletal density,34,g cm-3,5,Kobe porosimeter,2.571,raw_value,,,,,From fig. 6 using ImageJ. Mineralisation values multiplied by density of pure aragonite 2.94 to give density
99196,1,1,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113365,61,Skeletal density,34,g cm-3,5,Kobe porosimeter,0.304,mean,0.065,standard_deviation,,,From fig. 6 using ImageJ. Mineralisation values multiplied by density of pure aragonite 2.94 to give density
99197,1,1,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113366,61,Skeletal density,34,g cm-3,5,Kobe porosimeter,0.213,mean,0.071,standard_deviation,,,From fig. 6 using ImageJ. Mineralisation values multiplied by density of pure aragonite 2.94 to give density
99198,1,1,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,248,"Buck Island, St. Croix",17.790045,-64.62038,590,,113367,61,Skeletal density,34,g cm-3,5,Kobe porosimeter,0.627,mean,0.174,standard_deviation,,,From fig. 6 using ImageJ. Mineralisation values multiplied by density of pure aragonite 2.94 to give density
