observation_id,access,user_id,specie_id,specie_name,major_clade,family_molecules,family_morphology,location_id,location_name,latitude,longitude,resource_id,resource_secondary_id,measurement_id,trait_id,trait_name,standard_id,standard_unit,methodology_id,methodology_name,value,value_type,precision,precision_type,precision_upper,replicates,notes
354,1,1,6,Acanthastrea hemprichi,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,11,,339,92,Depth lower,9,m,23,Extracted from data table,20,group_opinion,,,,,
484,1,1,8,Acanthastrea ishigakiensis,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,11,,464,91,Depth upper,9,m,23,Extracted from data table,1,group_opinion,,,,,
488,1,5,8,Acanthastrea ishigakiensis,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,10,282,468,96,Wave exposure preference,10,cat,22,Derived from textual description,protected,group_opinion,,,,,
110926,1,2,8,Acanthastrea ishigakiensis,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,10,,125373,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
489,1,5,8,Acanthastrea ishigakiensis,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,10,282,469,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,,,,,
485,1,1,8,Acanthastrea ishigakiensis,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,11,,465,92,Depth lower,9,m,23,Extracted from data table,15,group_opinion,,,,,
110928,1,2,12,Acanthastrea regularis,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,10,,125375,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
728,1,1,12,Acanthastrea regularis,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,11,,697,92,Depth lower,9,m,23,Extracted from data table,20,group_opinion,,,,,
731,1,5,12,Acanthastrea regularis,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,10,282,700,96,Wave exposure preference,10,cat,22,Derived from textual description,protected,group_opinion,,,,,
732,1,5,12,Acanthastrea regularis,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,10,282,701,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,,,,,
727,1,1,12,Acanthastrea regularis,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,11,,696,91,Depth upper,9,m,23,Extracted from data table,2,group_opinion,,,,,
794,1,1,13,Acanthastrea rotundoflora,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,11,,760,92,Depth lower,9,m,23,Extracted from data table,30,group_opinion,,,,,
797,1,5,13,Acanthastrea rotundoflora,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,10,282,763,96,Wave exposure preference,10,cat,22,Derived from textual description,protected,group_opinion,,,,,
110930,1,2,13,Acanthastrea rotundoflora,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,10,,125377,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,encrusting,expert_opinion,,,,,
798,1,5,13,Acanthastrea rotundoflora,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,10,282,764,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,,,,,
793,1,1,13,Acanthastrea rotundoflora,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,11,,759,91,Depth upper,9,m,23,Extracted from data table,2,group_opinion,,,,,
110933,1,2,14,Acanthastrea subechinata,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,10,,125380,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
855,1,1,14,Acanthastrea subechinata,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,11,,819,92,Depth lower,9,m,23,Extracted from data table,35,group_opinion,,,,,
859,1,5,14,Acanthastrea subechinata,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,10,282,823,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,,,,,
854,1,1,14,Acanthastrea subechinata,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,11,,818,91,Depth upper,9,m,23,Extracted from data table,0,group_opinion,,,,,
858,1,5,14,Acanthastrea subechinata,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,10,282,822,96,Wave exposure preference,10,cat,22,Derived from textual description,broad,group_opinion,,,,,
110936,1,2,16,Acropora abrolhosensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125383,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_open,expert_opinion,,,,,
970,1,1,16,Acropora abrolhosensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,11,,929,92,Depth lower,9,m,23,Extracted from data table,18,group_opinion,,,,,
974,1,5,16,Acropora abrolhosensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,933,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,,,,,
969,1,1,16,Acropora abrolhosensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,11,,928,91,Depth upper,9,m,23,Extracted from data table,2,group_opinion,,,,,
973,1,5,16,Acropora abrolhosensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,932,96,Wave exposure preference,10,cat,22,Derived from textual description,protected,group_opinion,,,,,
1050,1,1,17,Acropora abrotanoides,Complex,Acroporidae,Acroporidae,1,Global estimate,,,11,,1005,92,Depth lower,9,m,23,Extracted from data table,15,group_opinion,,,,,
1054,1,5,17,Acropora abrotanoides,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,1009,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,,,,,
1049,1,1,17,Acropora abrotanoides,Complex,Acroporidae,Acroporidae,1,Global estimate,,,11,,1004,91,Depth upper,9,m,23,Extracted from data table,0,group_opinion,,,,,
1053,1,5,17,Acropora abrotanoides,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,1008,96,Wave exposure preference,10,cat,22,Derived from textual description,exposed,group_opinion,,,,,
110938,1,2,17,Acropora abrotanoides,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125385,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_open,expert_opinion,,,,,
1135,1,5,18,Acropora aculeus,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,1086,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,,,,,
1131,1,1,18,Acropora aculeus,Complex,Acroporidae,Acroporidae,1,Global estimate,,,11,,1082,92,Depth lower,9,m,23,Extracted from data table,35,group_opinion,,,,,
110940,1,2,18,Acropora aculeus,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125387,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,corymbose,expert_opinion,,,,,
1134,1,5,18,Acropora aculeus,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,1085,96,Wave exposure preference,10,cat,22,Derived from textual description,broad,group_opinion,,,,,
1130,1,1,18,Acropora aculeus,Complex,Acroporidae,Acroporidae,1,Global estimate,,,11,,1081,91,Depth upper,9,m,23,Extracted from data table,5,group_opinion,,,,,
1211,1,1,19,Acropora acuminata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,11,,1158,91,Depth upper,9,m,23,Extracted from data table,5,group_opinion,,,,,
1215,1,5,19,Acropora acuminata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,1162,96,Wave exposure preference,10,cat,22,Derived from textual description,broad,group_opinion,,,,,
1216,1,5,19,Acropora acuminata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,1163,97,Water clarity preference,10,cat,22,Derived from textual description,both,group_opinion,,,,,
1212,1,1,19,Acropora acuminata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,11,,1159,92,Depth lower,9,m,23,Extracted from data table,20,group_opinion,,,,,
110942,1,2,19,Acropora acuminata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125389,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_open,expert_opinion,,,,,
86269,1,10,20,Acropora akajimensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,24,,89456,91,Depth upper,9,m,23,Extracted from data table,0.5,raw_value,,,,,
1288,1,5,20,Acropora akajimensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,1233,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,,,,,
110944,1,2,20,Acropora akajimensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125391,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_closed,expert_opinion,,,,,
1284,1,1,20,Acropora akajimensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,11,,1229,92,Depth lower,9,m,23,Extracted from data table,20,group_opinion,,,,,
86270,1,10,20,Acropora akajimensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,24,,89457,92,Depth lower,9,m,23,Extracted from data table,20,raw_value,,,,,
1283,1,1,20,Acropora akajimensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,11,,1228,91,Depth upper,9,m,23,Extracted from data table,5,group_opinion,,,,,
1287,1,5,20,Acropora akajimensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,1232,96,Wave exposure preference,10,cat,22,Derived from textual description,exposed,group_opinion,,,,,
1365,1,1,21,Acropora anthocercis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,11,,1306,92,Depth lower,9,m,23,Extracted from data table,10,group_opinion,,,,,
110947,1,2,21,Acropora anthocercis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125394,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,tables_or_plates,expert_opinion,,,,,
1364,1,1,21,Acropora anthocercis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,11,,1305,91,Depth upper,9,m,23,Extracted from data table,5,group_opinion,,,,,
1369,1,5,21,Acropora anthocercis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,1310,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,,,,,
1368,1,5,21,Acropora anthocercis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,1309,96,Wave exposure preference,10,cat,22,Derived from textual description,exposed,group_opinion,,,,,
1433,1,1,22,Acropora appressa,Complex,Acroporidae,Acroporidae,1,Global estimate,,,11,,1374,91,Depth upper,9,m,23,Extracted from data table,1,group_opinion,,,,,
1437,1,5,22,Acropora appressa,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,1378,96,Wave exposure preference,10,cat,22,Derived from textual description,broad,group_opinion,,,,,
1438,1,5,22,Acropora appressa,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,1379,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,,,,,
1434,1,1,22,Acropora appressa,Complex,Acroporidae,Acroporidae,1,Global estimate,,,11,,1375,92,Depth lower,9,m,23,Extracted from data table,15,group_opinion,,,,,
110950,1,2,22,Acropora appressa,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125397,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,corymbose,expert_opinion,,,,,
1502,1,1,23,Acropora arabensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,11,,1441,91,Depth upper,9,m,23,Extracted from data table,0.5,group_opinion,,,,,
110953,1,2,23,Acropora arabensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125400,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,digitate,expert_opinion,,,,,
1507,1,5,23,Acropora arabensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,1446,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,,,,,
1506,1,5,23,Acropora arabensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,1445,96,Wave exposure preference,10,cat,22,Derived from textual description,exposed,group_opinion,,,,,
1503,1,1,23,Acropora arabensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,11,,1442,92,Depth lower,9,m,23,Extracted from data table,12,group_opinion,,,,,
1592,1,5,24,Acropora aspera,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,1530,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,,,,,
1588,1,1,24,Acropora aspera,Complex,Acroporidae,Acroporidae,1,Global estimate,,,11,,1526,92,Depth lower,9,m,23,Extracted from data table,5,group_opinion,,,,,
1591,1,5,24,Acropora aspera,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,1529,96,Wave exposure preference,10,cat,22,Derived from textual description,exposed,group_opinion,,,,,
1587,1,1,24,Acropora aspera,Complex,Acroporidae,Acroporidae,1,Global estimate,,,11,,1525,91,Depth upper,9,m,23,Extracted from data table,0,group_opinion,,,,,
110955,1,2,24,Acropora aspera,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125402,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_open,expert_opinion,,,,,
1674,1,5,25,Acropora austera,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,1608,96,Wave exposure preference,10,cat,22,Derived from textual description,exposed,group_opinion,,,,,
110957,1,2,25,Acropora austera,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125404,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_open,expert_opinion,,,,,
1671,1,1,25,Acropora austera,Complex,Acroporidae,Acroporidae,1,Global estimate,,,11,,1605,92,Depth lower,9,m,23,Extracted from data table,20,group_opinion,,,,,
1670,1,1,25,Acropora austera,Complex,Acroporidae,Acroporidae,1,Global estimate,,,11,,1604,91,Depth upper,9,m,23,Extracted from data table,0.5,group_opinion,,,,,
1675,1,5,25,Acropora austera,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,1609,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,,,,,
110959,1,2,26,Acropora awi,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125406,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,hispidose,expert_opinion,,,,,
1739,1,1,26,Acropora awi,Complex,Acroporidae,Acroporidae,1,Global estimate,,,11,,1671,92,Depth lower,9,m,23,Extracted from data table,5,group_opinion,,,,,
1742,1,5,26,Acropora awi,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,1674,96,Wave exposure preference,10,cat,22,Derived from textual description,protected,group_opinion,,,,,
1743,1,5,26,Acropora awi,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,1675,97,Water clarity preference,10,cat,22,Derived from textual description,both,group_opinion,,,,,
1738,1,1,26,Acropora awi,Complex,Acroporidae,Acroporidae,1,Global estimate,,,11,,1670,91,Depth upper,9,m,23,Extracted from data table,0,group_opinion,,,,,
110961,1,2,27,Acropora azurea,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125408,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_closed,expert_opinion,,,,,
1810,1,5,27,Acropora azurea,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,1738,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,,,,,
1806,1,1,27,Acropora azurea,Complex,Acroporidae,Acroporidae,1,Global estimate,,,11,,1734,92,Depth lower,9,m,23,Extracted from data table,10,group_opinion,,,,,
1805,1,1,27,Acropora azurea,Complex,Acroporidae,Acroporidae,1,Global estimate,,,11,,1733,91,Depth upper,9,m,23,Extracted from data table,1,group_opinion,,,,,
1809,1,5,27,Acropora azurea,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,1737,96,Wave exposure preference,10,cat,22,Derived from textual description,exposed,group_opinion,,,,,
1879,1,5,28,Acropora batunai,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,1805,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,,,,,
1875,1,1,28,Acropora batunai,Complex,Acroporidae,Acroporidae,1,Global estimate,,,11,,1801,92,Depth lower,9,m,23,Extracted from data table,50,group_opinion,,,,,
1874,1,1,28,Acropora batunai,Complex,Acroporidae,Acroporidae,1,Global estimate,,,11,,1800,91,Depth upper,9,m,23,Extracted from data table,1,group_opinion,,,,,
1878,1,5,28,Acropora batunai,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,1804,96,Wave exposure preference,10,cat,22,Derived from textual description,protected,group_opinion,,,,,
110963,1,2,28,Acropora batunai,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125410,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,tables_or_plates,expert_opinion,,,,,
1949,1,5,29,Acropora bifurcata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,1874,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,,,,,
1948,1,5,29,Acropora bifurcata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,1873,96,Wave exposure preference,10,cat,22,Derived from textual description,exposed,group_opinion,,,,,
86272,1,10,29,Acropora bifurcata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,24,,89459,91,Depth upper,9,m,23,Extracted from data table,1,raw_value,,,,,
86273,1,10,29,Acropora bifurcata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,24,,89460,92,Depth lower,9,m,23,Extracted from data table,25,raw_value,,,,,
110966,1,2,29,Acropora bifurcata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125413,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,tables_or_plates,expert_opinion,,,,,
2014,1,5,30,Acropora branchi,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,1938,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,,,,,
110968,1,2,30,Acropora branchi,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125415,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,tables_or_plates,expert_opinion,,,,,
2013,1,5,30,Acropora branchi,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,1937,96,Wave exposure preference,10,cat,22,Derived from textual description,exposed,group_opinion,,,,,
2175,1,1,32,Acropora bushyensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,11,,2092,92,Depth lower,9,m,23,Extracted from data table,5,group_opinion,,,,,
110970,1,2,32,Acropora bushyensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125417,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,digitate,expert_opinion,,,,,
2178,1,5,32,Acropora bushyensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,2095,96,Wave exposure preference,10,cat,22,Derived from textual description,protected,group_opinion,,,,,
2179,1,5,32,Acropora bushyensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,2096,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,,,,,
2174,1,1,32,Acropora bushyensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,11,,2091,91,Depth upper,9,m,23,Extracted from data table,0,group_opinion,,,,,
2244,1,1,33,Acropora cardenae,Complex,Acroporidae,Acroporidae,1,Global estimate,,,11,,2158,91,Depth upper,9,m,23,Extracted from data table,20,group_opinion,,,,,
2245,1,1,33,Acropora cardenae,Complex,Acroporidae,Acroporidae,1,Global estimate,,,11,,2159,92,Depth lower,9,m,23,Extracted from data table,130,group_opinion,,,,,
2248,1,5,33,Acropora cardenae,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,2162,96,Wave exposure preference,10,cat,22,Derived from textual description,protected,group_opinion,,,,,
86579,1,10,33,Acropora cardenae,Complex,Acroporidae,Acroporidae,1,Global estimate,,,287,,89766,92,Depth lower,9,m,23,Extracted from data table,60,raw_value,,,,,
86578,1,10,33,Acropora cardenae,Complex,Acroporidae,Acroporidae,1,Global estimate,,,287,,89765,91,Depth upper,9,m,23,Extracted from data table,20,raw_value,,,,,
110972,1,2,33,Acropora cardenae,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125419,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_open,expert_opinion,,,,,
2249,1,5,33,Acropora cardenae,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,2163,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,,,,,
110974,1,2,34,Acropora carduus,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125421,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,hispidose,expert_opinion,,,,,
2330,1,5,34,Acropora carduus,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,2240,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,,,,,
2326,1,1,34,Acropora carduus,Complex,Acroporidae,Acroporidae,1,Global estimate,,,11,,2236,92,Depth lower,9,m,23,Extracted from data table,50,group_opinion,,,,,
2325,1,1,34,Acropora carduus,Complex,Acroporidae,Acroporidae,1,Global estimate,,,11,,2235,91,Depth upper,9,m,23,Extracted from data table,3,group_opinion,,,,,
2329,1,5,34,Acropora carduus,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,2239,96,Wave exposure preference,10,cat,22,Derived from textual description,protected,group_opinion,,,,,
2411,1,5,35,Acropora caroliniana,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,2317,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,,,,,
2407,1,1,35,Acropora caroliniana,Complex,Acroporidae,Acroporidae,1,Global estimate,,,11,,2313,92,Depth lower,9,m,23,Extracted from data table,25,group_opinion,,,,,
2410,1,5,35,Acropora caroliniana,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,2316,96,Wave exposure preference,10,cat,22,Derived from textual description,exposed,group_opinion,,,,,
2406,1,1,35,Acropora caroliniana,Complex,Acroporidae,Acroporidae,1,Global estimate,,,11,,2312,91,Depth upper,9,m,23,Extracted from data table,10,group_opinion,,,,,
110976,1,2,35,Acropora caroliniana,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125423,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,tables_or_plates,expert_opinion,,,,,
2501,1,5,36,Acropora cerealis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,2411,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,,,,,
110978,1,2,36,Acropora cerealis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125425,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,corymbose,expert_opinion,,,,,
2496,1,1,36,Acropora cerealis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,11,,2406,91,Depth upper,9,m,23,Extracted from data table,3,group_opinion,,,,,
2500,1,5,36,Acropora cerealis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,2410,96,Wave exposure preference,10,cat,22,Derived from textual description,exposed,group_opinion,,,,,
2497,1,1,36,Acropora cerealis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,11,,2407,92,Depth lower,9,m,23,Extracted from data table,20,group_opinion,,,,,
2579,1,1,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,11,,2486,92,Depth lower,9,m,23,Extracted from data table,60,group_opinion,,,,,
2582,1,5,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,2489,96,Wave exposure preference,10,cat,22,Derived from textual description,protected,group_opinion,,,,,
2583,1,5,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,2490,97,Water clarity preference,10,cat,22,Derived from textual description,clear,group_opinion,,,,,
110981,1,2,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125428,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_open,expert_opinion,,,,,
2578,1,1,37,Acropora cervicornis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,11,,2485,91,Depth upper,9,m,23,Extracted from data table,0.5,group_opinion,,,,,
2655,1,1,38,Acropora chesterfieldensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,11,,2558,91,Depth upper,9,m,23,Extracted from data table,3,group_opinion,,,,,
110983,1,2,38,Acropora chesterfieldensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125430,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_closed,expert_opinion,,,,,
2659,1,5,38,Acropora chesterfieldensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,282,2562,96,Wave exposure preference,10,cat,22,Derived from textual description,protected,group_opinion,,,,,
2656,1,1,38,Acropora chesterfieldensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,11,,2559,92,Depth lower,9,m,23,Extracted from data table,20,group_opinion,,,,,
